BIB,Name,Country,Gender,Division,Swim,Bike,Run,Overall,Division Rank,Gender Rank,Overall Rank,T1,T2
1877,"O'sullivan, James",GBR,Male,M35-39,00:59:38,05:18:12,04:35:22,11:00:41,173,1011,1174,00:03:24,00:04:05
2139,"Serratore, Nick",USA,Male,M30-34,01:09:21,05:13:05,04:28:07,11:00:50,143,1012,1175,00:04:48,00:05:29
1978,"Mann, Alexandra",USA,Female,F35-39,01:22:10,05:31:33,03:59:43,11:00:54,30,164,1176,00:04:19,00:03:09
2350,"Larsson, Ida",SWE,Female,F25-29,01:17:40,05:44:51,03:48:54,11:01:12,23,165,1177,00:04:06,00:05:41
931,"Koenig, Carsten",DEU,Male,M50-54,01:06:16,05:22:37,04:23:55,11:01:13,101,1013,1178,00:03:08,00:05:17
1380,"Patterson, Cailla",CAN,Female,F45-49,01:12:49,05:55:10,03:44:17,11:01:15,14,166,1179,00:05:01,00:03:58
1700,"Karlsson, Mirella",SWE,Female,F40-44,01:07:17,05:50:13,03:53:31,11:01:19,24,167,1180,00:03:16,00:07:02
973,"Pflamitzer, Wolfgang",AUT,Male,M50-54,01:14:39,05:39:29,03:58:43,11:01:25,102,1014,1181,00:03:17,00:05:17
983,"Ricouart, Alain",FRA,Male,M50-54,01:23:03,05:39:32,03:47:34,11:01:41,103,1015,1182,00:05:12,00:06:20
1689,"Gollotto, Katie",USA,Female,F40-44,01:27:41,05:41:43,03:41:34,11:01:44,25,168,1183,00:05:42,00:05:04
2204,"Mathorne, Cecilie",DNK,Female,F30-34,01:01:09,05:38:43,04:16:02,11:02:05,33,169,1184,00:02:43,00:03:28
788,"Volz, Udo",DEU,Male,M55-59,01:10:54,05:31:23,04:12:33,11:02:30,37,1016,1185,00:03:48,00:03:52
1279,"Rogan, Leighton",AUS,Male,M45-49,01:03:22,05:31:26,04:13:43,11:02:32,194,1017,1186,00:06:23,00:07:38
1458,"Corbett, Jason",IRL,Male,M40-44,01:15:00,05:29:47,04:08:00,11:02:42,200,1018,1187,00:04:46,00:05:09
624,"Reinhart, Manfred",ZAF,Male,M60-64,01:14:14,05:33:33,04:06:38,11:02:47,9,1019,1188,00:03:47,00:04:35
1029,"Wood, Ken",USA,Male,M50-54,01:03:05,05:30:47,04:17:56,11:02:52,104,1020,1189,00:06:32,00:04:32
933,"Kriechbaum, Kurt",AUT,Male,M50-54,01:08:45,05:38:28,04:06:59,11:02:57,105,1021,1190,00:03:04,00:05:41
1820,"Hartley, Craig",GBR,Male,M35-39,01:11:47,05:38:36,04:05:51,11:03:03,174,1022,1191,00:03:06,00:03:43
982,"Richter, Olaf",DEU,Male,M50-54,01:09:30,05:23:53,04:18:57,11:03:03,106,1022,1191,00:04:01,00:06:42
2199,"Livingston, Shari",AUS,Female,F30-34,01:04:57,05:51:52,03:55:09,11:03:06,34,170,1193,00:04:39,00:06:29
1859,"May, Tobias",DEU,Male,M35-39,00:59:34,05:03:43,04:50:58,11:03:17,175,1024,1194,00:03:27,00:05:35
980,"Raczkowski, Guillermo",ARG,Male,M50-54,01:11:47,05:31:54,04:07:47,11:03:25,107,1025,1195,00:05:12,00:06:45
753,"Penert, Juergen",DEU,Male,M55-59,01:09:24,05:37:10,04:06:26,11:03:37,38,1026,1196,00:04:48,00:05:49
2215,"Perkins, Barbara",USA,Female,F30-34,00:59:57,06:08:49,03:48:10,11:03:42,35,171,1197,00:03:24,00:03:22
2195,"Lahikainen, Johanna",FIN,Female,F30-34,01:14:17,05:34:18,03:54:44,11:03:47,36,172,1198,00:05:36,00:14:52
1171,"Goodlad, Martin",GBR,Male,M45-49,00:58:14,05:33:45,04:19:32,11:03:47,195,1027,1198,00:03:20,00:08:56
1674,"Campbell, Tracy",USA,Female,F40-44,01:10:53,05:50:51,03:54:46,11:03:49,26,173,1200,00:03:55,00:03:24
1946,"Bongard, Judith",CHE,Female,F35-39,01:12:18,05:41:09,04:00:32,11:04:12,31,174,1201,00:04:28,00:05:45
2192,"Krall, Alysha",USA,Female,F30-34,01:16:32,05:35:44,04:04:20,11:04:17,37,175,1202,00:04:00,00:03:41
1606,"Schaefer, Gregory",USA,Male,M40-44,01:11:00,05:52:46,03:52:16,11:04:21,201,1028,1203,00:04:34,00:03:45
2420,"Arguijo aguirre, Claudia",MEX,Female,F18-24,01:03:01,05:55:55,03:58:17,11:04:27,5,176,1204,00:03:28,00:03:46
1727,"Sherlock, Lori",USA,Female,F40-44,01:03:20,05:39:06,04:14:55,11:04:28,27,177,1205,00:03:54,00:03:13
790,"Warshaw, Jeffrey",USA,Male,M55-59,01:24:55,05:47:59,03:37:44,11:04:44,39,1029,1206,00:06:14,00:07:52
762,"Sabo, Robert",USA,Male,M55-59,01:16:43,06:04:23,03:31:36,11:04:49,40,1030,1207,00:06:45,00:05:22
1033,"Zschockelt, Ingolf",DEU,Male,M50-54,01:09:33,05:46:44,04:00:56,11:04:55,108,1031,1208,00:03:01,00:04:41
710,"Falke, Daniel",USA,Male,M55-59,01:11:51,05:38:55,04:04:18,11:05:03,41,1032,1209,00:04:33,00:05:26
1918,"Thompson, Sam",GBR,Male,M35-39,01:05:50,05:39:22,04:11:48,11:05:03,176,1032,1209,00:03:11,00:04:52
1166,"Garrocho orellana, Fernando",ESP,Male,M45-49,00:59:04,05:39:33,04:12:23,11:05:07,196,1034,1211,00:02:21,00:11:46
1730,"Sonnemann, Christine",USA,Female,F40-44,01:11:54,05:32:14,04:11:30,11:05:14,28,178,1212,00:04:06,00:05:30
1954,"De la torre, Maria",ESP,Female,F35-39,01:04:53,06:01:24,03:51:32,11:05:15,32,179,1213,00:04:05,00:03:21
766,"Sinclair, Warwick",AUS,Male,M55-59,01:09:14,05:53:59,03:52:34,11:05:16,42,1035,1214,00:04:30,00:04:59
1200,"Jacobus, Lisandro",BRA,Male,M45-49,01:09:06,05:33:07,04:12:01,11:05:29,197,1036,1215,00:05:23,00:05:52
1472,"Didham, Michael",CAN,Male,M40-44,01:12:14,05:21:03,04:23:00,11:05:32,202,1037,1216,00:03:35,00:05:40
1324,"Wilkinson, Peter",NZL,Male,M45-49,01:07:43,05:42:54,04:05:17,11:05:45,198,1038,1217,00:04:12,00:05:39
1668,"Banks, Kami",USA,Female,F40-44,01:14:25,05:52:30,03:49:26,11:05:51,29,180,1218,00:04:11,00:05:19
1022,"Vosloo, Christopher",ZAF,Male,M50-54,01:08:41,05:17:22,04:28:22,11:05:52,109,1039,1219,00:04:39,00:06:48
1183,"Hamilton, Brian",USA,Male,M45-49,01:09:19,05:36:09,04:04:57,11:05:56,199,1040,1220,00:07:13,00:08:18
850,"Alchimowicz, Krzysztof",POL,Male,M50-54,01:22:14,06:02:32,03:31:11,11:05:59,110,1041,1221,00:04:31,00:05:31
2074,"Kelso, Logan",USA,Male,M30-34,01:03:07,05:54:26,03:55:17,11:06:31,144,1042,1222,00:05:57,00:07:44
1238,"Mayr, Stefan",AUT,Male,M45-49,01:02:06,05:34:19,04:21:53,11:06:32,200,1043,1223,00:02:55,00:05:19
323,"Phelan, Donna",CAN,Female,F45-49,01:02:29,05:46:58,04:07:34,11:06:34,15,181,1224,00:03:52,00:05:41
1695,"Harrison, Lauren",USA,Female,F40-44,01:05:22,05:45:08,04:07:04,11:06:44,30,182,1225,00:04:40,00:04:30
2359,"Muller, Imelda",USA,Female,F25-29,01:08:01,05:47:18,04:04:44,11:06:52,24,183,1226,00:03:45,00:03:04
2091,"Marzen, Ryan",USA,Male,M30-34,01:17:58,06:03:22,03:31:55,11:06:53,145,1044,1227,00:05:49,00:07:49
979,"Rabelo lima verde, Saulo",BRA,Male,M50-54,01:12:51,05:33:37,04:10:23,11:06:53,111,1044,1227,00:05:09,00:04:53
267,"Dermody, Stephen",IRL,Male,M45-49,01:10:05,05:38:23,04:07:11,11:06:55,201,1046,1229,00:04:54,00:06:22
2402,"Martin, Patrick",CAN,Male,M18-24,01:20:40,06:00:33,03:31:58,11:06:56,32,1047,1230,00:06:25,00:07:20
923,"Howie, Martin",GBR,Male,M50-54,01:06:09,05:44:47,04:08:23,11:07:00,112,1048,1231,00:03:34,00:04:07
1647,"Vigneault, Steeve",CAN,Male,M40-44,01:16:51,05:21:39,04:17:22,11:07:12,203,1049,1232,00:05:46,00:05:34
2214,"Pepin, Edith",CAN,Female,F30-34,01:20:18,05:52:44,03:45:56,11:07:13,38,184,1233,00:04:26,00:03:49
1251,"Nguyen, Quang",USA,Male,M45-49,01:06:03,05:40:29,04:10:48,11:07:14,202,1050,1234,00:04:18,00:05:36
1511,"Grontvedt, Hans Ove",NOR,Male,M40-44,01:28:24,05:07:57,04:21:12,11:07:20,204,1051,1235,00:03:41,00:06:06
2011,"Wilkes, Julia",CAN,Female,F35-39,01:18:59,05:36:04,04:04:47,11:07:30,33,185,1236,00:03:56,00:03:44
1943,"Ballou, Laura",USA,Female,F35-39,01:10:56,05:44:34,03:57:14,11:07:43,34,186,1237,00:05:43,00:09:16
1640,"Ureta, Pablo",ARG,Male,M40-44,00:59:26,05:24:46,04:35:34,11:07:50,205,1052,1238,00:02:25,00:05:39
2325,"Bergwitz-larsen, Kaja Wright",NOR,Female,F25-29,01:09:03,05:54:25,03:57:05,11:07:57,25,187,1239,00:03:10,00:04:14
2200,"Lourens, Shannon",ZAF,Female,F30-34,01:10:27,05:40:21,04:08:39,11:08:07,39,188,1240,00:04:09,00:04:31
1294,"Segard, Charles",FRA,Male,M45-49,01:26:56,05:48:12,03:38:48,11:08:09,203,1053,1241,00:08:17,00:05:56
782,"Van der meer, Dennis",NLD,Male,M55-59,01:14:20,05:45:58,03:59:41,11:08:21,43,1054,1242,00:04:42,00:03:40
1499,"Gaffney, Justin",ZAF,Male,M40-44,01:11:40,05:30:37,04:17:09,11:08:22,206,1055,1243,00:04:15,00:04:41
1706,"Miller, Alison",USA,Female,F40-44,01:19:08,05:51:02,03:47:48,11:08:23,31,189,1244,00:05:04,00:05:21
711,"Ferguson, Graeme",NZL,Male,M55-59,01:21:26,05:39:18,03:59:14,11:08:24,44,1056,1245,00:04:03,00:04:23
969,"Owsley, William",USA,Male,M50-54,01:08:36,05:20:21,04:28:02,11:08:33,113,1057,1246,00:04:58,00:06:36
2348,"Krosch, Kathryn",AUS,Female,F25-29,01:14:30,05:37:17,04:09:47,11:08:44,26,190,1247,00:04:10,00:03:00
2390,"Goda, Tomohiro",JPN,Male,M18-24,01:09:32,05:25:52,04:25:55,11:08:54,33,1058,1248,00:04:18,00:03:17
1397,"Sowerby, Heidi",AUS,Female,F45-49,01:10:06,05:42:53,04:08:29,11:09:36,16,191,1249,00:03:36,00:04:32
968,"Olsen, Glenn",USA,Male,M50-54,01:08:28,05:13:21,04:36:26,11:09:47,114,1059,1250,00:04:47,00:06:45
857,"Barker, John",USA,Male,M50-54,01:14:21,05:29:58,04:09:40,11:09:52,115,1060,1251,00:08:28,00:07:25
1694,"Harris, Louise",GBR,Female,F40-44,01:13:57,05:40:46,04:04:52,11:09:55,32,192,1252,00:05:05,00:05:15
922,"Holwill, Dean",AUS,Male,M50-54,01:11:00,05:41:20,04:05:39,11:09:56,116,1061,1253,00:05:50,00:06:07
1964,"Gingras, Lynda",CAN,Female,F35-39,01:12:33,06:06:13,03:44:08,11:09:57,35,193,1254,00:02:58,00:04:05
1170,"Gillard, Damian",AUS,Male,M45-49,01:01:58,05:37:27,04:21:16,11:10:02,204,1062,1255,00:04:12,00:05:09
1226,"Liguori, Bernardo",ARG,Male,M45-49,01:09:34,05:22:31,04:29:29,11:10:08,205,1063,1256,00:04:29,00:04:05
1395,"Smith, Jennifer",USA,Female,F45-49,01:12:25,05:52:23,03:53:41,11:10:11,17,194,1257,00:05:17,00:06:25
1387,"Rigo, Francesca",ITA,Female,F45-49,01:21:03,06:02:15,03:35:24,11:10:27,18,195,1258,00:05:32,00:06:13
622,"Perroteau, Alain",FRA,Male,M60-64,01:17:47,05:24:05,04:16:51,11:10:30,10,1064,1259,00:03:44,00:08:03
736,"Langbroek, Arjen",NLD,Male,M55-59,01:26:04,05:56:43,03:37:33,11:10:32,45,1065,1260,00:04:37,00:05:35
944,"Ludington, William",USA,Male,M50-54,01:18:45,05:34:51,04:06:10,11:10:33,117,1066,1261,00:04:15,00:06:32
995,"Schuler, Henning",DEU,Male,M50-54,01:00:08,05:56:23,04:05:02,11:10:34,118,1067,1262,00:04:09,00:04:52
2338,"Frederick, Annie",GBR,Female,F25-29,01:12:36,05:51:31,03:58:53,11:10:38,27,196,1263,00:04:56,00:02:42
400,"Zitta, Duane",USA,Male,M35-39,01:07:55,05:50:49,04:03:28,11:10:43,177,1068,1264,00:03:35,00:04:56
1304,"Stucki, Michael",CHE,Male,M45-49,01:28:31,05:35:52,03:57:18,11:11:14,206,1069,1265,00:05:09,00:04:24
2372,"Villasante, Juliana",MEX,Female,F25-29,01:01:18,05:55:50,04:07:28,11:11:17,28,197,1266,00:02:53,00:03:48
1043,"Coote, Alison",AUS,Female,F50-54,01:11:58,05:59:46,03:51:55,11:11:25,8,198,1267,00:04:09,00:03:37
1266,"Pesich, Darren",AUS,Male,M45-49,01:10:27,05:54:22,03:56:51,11:11:45,207,1070,1268,00:05:48,00:04:17
1430,"Beck, Josh",USA,Male,M40-44,01:37:29,05:07:16,04:07:32,11:11:55,207,1071,1269,00:10:53,00:08:45
745,"Minto, Jonathan",CAN,Male,M55-59,01:17:28,05:48:47,03:57:56,11:12:08,46,1072,1270,00:03:41,00:04:16
815,"Jakobsen, Kaisa",FIN,Female,F55-59,01:13:10,05:53:33,03:56:40,11:12:19,2,199,1271,00:04:07,00:04:49
1987,"Perry, Jess",USA,Female,F35-39,01:12:41,05:59:37,03:52:19,11:12:38,36,200,1272,00:03:28,00:04:33
294,"Niederberghaus, Andre",DEU,Male,M45-49,01:15:22,05:47:31,03:57:43,11:12:41,208,1073,1273,00:05:16,00:06:49
938,"Lampela, Marko",FIN,Male,M50-54,01:09:30,05:38:34,04:13:35,11:12:41,119,1073,1273,00:04:50,00:06:12
2323,"Andrassy, Judit",DEU,Female,F25-29,01:07:03,05:54:53,04:03:07,11:12:54,29,201,1275,00:04:04,00:03:47
194,"Dillon, Darren",AUS,Male,M50-54,01:16:31,05:52:51,03:55:24,11:12:55,120,1075,1276,00:03:22,00:04:47
626,"Richthammer, Lothar Karl",DEU,Male,M60-64,01:23:23,05:37:17,04:03:05,11:13:04,11,1076,1277,00:04:04,00:05:15
1662,"Zimmet, David",USA,Male,M40-44,00:59:17,05:28:45,04:33:50,11:13:18,208,1077,1278,00:04:38,00:06:48
351,"Jones, Kenneth",USA,Male,M40-44,01:21:01,05:35:46,04:04:44,11:13:28,209,1078,1279,00:06:25,00:05:32
2102,"Mora, Felipe",COL,Male,M30-34,01:01:49,05:03:14,05:01:48,11:13:33,146,1079,1280,00:03:16,00:03:26
1714,"O'hare, Eve",AUS,Female,F40-44,01:16:18,05:55:08,03:55:19,11:13:55,33,202,1281,00:03:32,00:03:38
1453,"Chene, David",USA,Male,M40-44,01:13:13,05:36:56,04:16:22,11:14:23,210,1080,1282,00:03:29,00:04:23
1297,"Shiflett, Bryan",USA,Male,M45-49,01:03:50,05:31:56,04:28:43,11:14:25,209,1081,1283,00:04:01,00:05:55
1496,"Fukushi, Tomotaka",JPN,Male,M40-44,01:14:03,05:55:01,03:55:01,11:14:31,211,1082,1284,00:05:00,00:05:26
1594,"Preissl, Ralf",DEU,Male,M40-44,01:05:18,05:32:10,04:26:29,11:14:38,212,1083,1285,00:05:11,00:05:30
1241,"Mcintyre-brown, Jamie",GBR,Male,M45-49,01:12:41,05:47:38,04:06:34,11:14:59,210,1084,1286,00:03:50,00:04:16
1024,"Weber, Frank",DEU,Male,M50-54,01:21:58,05:46:49,03:57:33,11:15:04,121,1085,1287,00:04:45,00:03:59
1981,"Nasser, Jaclyn",USA,Female,F35-39,01:02:53,05:54:58,04:07:10,11:15:08,37,203,1288,00:03:26,00:06:41
685,"Bachmann, Gerald",CHE,Male,M55-59,01:09:09,05:22:33,04:34:57,11:15:09,47,1086,1289,00:04:19,00:04:11
1738,"Westman, Lena",SWE,Female,F40-44,01:16:35,05:48:43,04:01:54,11:15:10,34,204,1290,00:04:02,00:03:56
349,"Hsu, Kia",DEU,Male,M40-44,01:16:48,05:47:17,03:57:28,11:15:14,213,1087,1291,00:07:55,00:05:46
1553,"Lipski, Witold",USA,Male,M40-44,01:12:34,05:47:07,04:03:54,11:15:17,214,1088,1292,00:04:40,00:07:02
997,"Schulz, Martin",DEU,Male,M50-54,01:16:00,05:36:03,04:11:13,11:15:17,122,1088,1292,00:04:26,00:07:35
876,"Champoux, Jean-Francois",CAN,Male,M50-54,01:12:07,05:50:44,04:01:06,11:15:39,123,1090,1294,00:05:05,00:06:37
361,"Millstone, David",USA,Male,M40-44,01:05:49,05:53:51,03:58:34,11:15:44,215,1091,1295,00:09:52,00:07:38
2361,"Norman, Mackenzie",USA,Female,F25-29,01:07:53,05:52:20,04:03:35,11:16:02,30,205,1296,00:05:19,00:06:55
1259,"Patterson, Mark",GBR,Male,M45-49,01:16:07,05:46:31,04:03:13,11:16:05,211,1092,1297,00:05:17,00:04:57
607,"Loumann, Ole",DNK,Male,M60-64,01:22:31,05:51:02,03:51:17,11:16:12,12,1093,1298,00:04:56,00:06:26
2340,"Hanuise, Mathilde",BEL,Female,F25-29,01:08:40,05:56:28,04:02:15,11:16:18,31,206,1299,00:04:49,00:04:06
1343,"Carrasco tavero, Maria Remedios",ESP,Female,F45-49,01:12:43,06:14:18,03:39:48,11:16:21,19,207,1300,00:04:21,00:05:11
853,"Arseneau, Marc",CAN,Male,M50-54,01:05:56,05:18:39,04:43:09,11:16:25,124,1094,1301,00:03:49,00:04:52
1413,"Zucht, Marla",CAN,Female,F45-49,01:21:27,05:52:12,03:53:57,11:16:26,20,208,1302,00:04:48,00:04:02
1703,"Latini, Mandi",AUT,Male,M60-64,01:27:07,05:51:02,03:50:26,11:16:29,13,1095,1303,00:03:14,00:04:40
1190,"Hendley, Daragh",IRL,Male,M45-49,01:18:31,05:26:59,04:15:13,11:16:31,212,1096,1304,00:07:09,00:08:39
2233,"Bayvel, Scott",ZAF,Male,M25-29,00:53:03,04:53:06,05:24:05,11:16:52,89,1097,1305,00:02:54,00:03:44
793,"Wroblewski, Michael",USA,Male,M55-59,01:03:01,05:45:33,04:19:06,11:17:06,48,1098,1306,00:03:58,00:05:28
972,"Perez san miguel, Aurelio",ESP,Male,M50-54,01:24:36,05:59:20,03:42:07,11:17:13,125,1099,1307,00:04:41,00:06:29
1895,"Roux, Jean-Baptiste",FRA,Male,M35-39,01:13:14,05:32:44,04:20:23,11:17:19,178,1100,1308,00:05:35,00:05:23
1772,"Carter-moore, Grant",GBR,Male,M35-39,01:13:21,05:29:54,04:25:42,11:17:24,179,1101,1309,00:03:38,00:04:49
636,"Yamamuro, Kazuya",JPN,Male,M60-64,01:16:59,05:57:21,03:49:38,11:17:35,14,1102,1310,00:06:45,00:06:52
1276,"Robertson, Andrew",ZAF,Male,M45-49,01:21:27,05:50:19,03:52:57,11:18:06,213,1103,1311,00:07:06,00:06:17
1731,"Steves, Gwendolyn",USA,Female,F40-44,01:10:12,05:34:51,04:22:35,11:18:13,35,209,1312,00:04:34,00:06:01
1118,"Bottoms, Jonathan",USA,Male,M45-49,01:03:12,05:44:36,04:18:20,11:18:15,214,1104,1313,00:04:18,00:07:49
1394,"Smallcombe, Katherine",AUS,Female,F45-49,01:11:00,05:44:43,04:14:43,11:18:30,21,210,1314,00:03:27,00:04:37
1368,"Lamb, Kristen",USA,Female,F45-49,01:17:58,06:02:33,03:49:00,11:18:34,22,211,1315,00:04:49,00:04:14
635,"Wilson, John",USA,Male,M60-64,01:13:40,05:38:09,04:18:26,11:18:39,15,1105,1316,00:03:47,00:04:37
2336,"De boer, Rosanne",NLD,Female,F25-29,01:01:39,05:47:30,04:23:00,11:18:45,32,212,1317,00:03:00,00:03:36
1147,"Detry, Nicky",BEL,Male,M45-49,01:10:37,05:57:41,04:01:47,11:18:47,215,1106,1318,00:04:23,00:04:19
2439,"Maramotti, Fabia",ITA,Female,F18-24,00:56:53,05:25:57,04:48:17,11:19:23,6,213,1319,00:03:17,00:04:59
954,"Mcskimming, Glen",NZL,Male,M50-54,01:06:15,05:33:33,04:31:47,11:19:37,126,1107,1320,00:03:59,00:04:03
862,"Brewer, Daniel",USA,Male,M50-54,01:22:02,05:59:07,03:44:38,11:19:41,127,1108,1321,00:06:43,00:07:11
1710,"Nagayama, Rie",JPN,Female,F40-44,01:04:35,05:51:39,04:09:48,11:19:48,36,214,1322,00:05:05,00:08:41
2059,"Henderson, Sean",CAN,Male,M30-34,01:09:11,05:27:26,04:29:49,11:19:52,147,1109,1323,00:06:08,00:07:18
814,"Houseaux, Catherine",FRA,Female,F55-59,01:15:40,06:01:41,03:53:27,11:20:02,3,215,1324,00:04:05,00:05:09
1665,"Adair, Audra",USA,Female,F40-44,01:23:50,05:46:40,04:01:00,11:20:15,37,216,1325,00:04:14,00:04:31
2413,"Shepard, Thatcher",USA,Male,M18-24,00:52:37,06:18:40,03:58:41,11:20:34,34,1110,1326,00:03:40,00:06:56
2392,"Hansson, Gustav",SWE,Male,M18-24,01:09:26,05:27:40,04:34:16,11:20:40,35,1111,1327,00:04:12,00:05:06
929,"Karlsson, Peter",SWE,Male,M50-54,01:22:11,05:36:43,04:06:28,11:20:41,128,1112,1328,00:07:29,00:07:50
2155,"Vance, Travis",USA,Male,M30-34,01:00:16,05:00:45,05:12:15,11:21:00,148,1113,1329,00:03:23,00:04:21
1339,"Blakely, Linda",GBR,Female,F45-49,01:11:11,05:52:42,04:09:33,11:21:03,23,217,1330,00:04:00,00:03:37
1023,"Walker, Edward",USA,Male,M50-54,01:01:45,05:27:28,04:42:52,11:21:05,129,1114,1331,00:04:17,00:04:43
418,"Hill, Graham",GBR,Male,M30-34,01:11:36,06:07:32,03:51:16,11:21:13,149,1115,1332,00:04:45,00:06:04
606,"Lechtenfeld, Olaf Klaus",DEU,Male,M60-64,01:35:49,05:54:08,03:39:19,11:21:15,16,1116,1333,00:05:20,00:06:39
713,"Friedrich, Thoralf",DEU,Male,M55-59,01:15:36,05:31:44,04:25:02,11:21:27,49,1117,1334,00:04:42,00:04:23
1347,"Eakin, Tina",USA,Female,F45-49,01:10:56,05:42:19,04:17:03,11:21:34,24,218,1335,00:04:49,00:06:27
789,"Waechter, Rudolf",DEU,Male,M55-59,01:02:31,05:32:02,04:38:32,11:21:42,50,1118,1336,00:03:38,00:04:59
840,"Stebbings, Kate",CAN,Female,F55-59,01:22:42,06:01:57,03:49:49,11:21:44,4,219,1337,00:03:18,00:03:58
976,"Postel, Martin",DEU,Male,M50-54,01:14:05,05:52:32,04:03:52,11:21:47,130,1119,1338,00:05:35,00:05:43
828,"Pierson, Sue",USA,Female,F55-59,01:19:49,06:02:16,03:47:23,11:21:54,5,220,1339,00:06:01,00:06:25
1389,"Sandbote, Ines",DEU,Female,F45-49,01:13:49,06:02:17,03:57:47,11:21:55,25,221,1340,00:04:05,00:03:57
1961,"Forsyth, Ashley",USA,Female,F35-39,01:09:07,06:06:49,03:56:21,11:22:01,38,222,1341,00:03:31,00:06:13
1520,"Hirst, Eddie",GBR,Male,M40-44,01:08:15,05:47:58,04:11:44,11:22:12,216,1120,1342,00:05:58,00:08:17
1728,"Simmons, Jaime",USA,Female,F40-44,01:14:00,05:53:30,04:05:18,11:22:14,38,223,1343,00:03:10,00:06:16
2171,"Barbour, Jennifer",GBR,Female,F30-34,01:02:49,06:10:18,04:01:56,11:22:16,40,224,1344,00:03:23,00:03:50
1333,"Arko, Rochelle",USA,Female,F45-49,01:14:58,05:51:33,04:06:47,11:22:22,26,225,1345,00:04:02,00:05:02
1334,"Arriagada, Veronica",CHL,Female,F45-49,01:08:36,05:45:38,04:19:50,11:22:25,27,226,1346,00:04:09,00:04:12
872,"Capellari, Rogerio",BRA,Male,M50-54,01:13:03,05:27:55,04:30:58,11:22:25,131,1121,1346,00:04:14,00:06:15
1642,"Van wees, Marcel",NLD,Male,M40-44,01:11:22,05:37:33,04:19:24,11:22:34,217,1122,1348,00:05:34,00:08:41
1977,"Lehmler, Jennifer",DEU,Female,F35-39,01:02:05,05:41:11,04:32:49,11:23:02,39,227,1349,00:03:27,00:03:30
1223,"Larsson, Hans",USA,Male,M45-49,01:20:55,06:16:54,03:31:39,11:23:07,216,1123,1350,00:06:47,00:06:52
1688,"Gei ler-domgorgen, Silke",DEU,Female,F40-44,01:24:12,06:02:31,03:44:53,11:23:28,39,228,1351,00:04:55,00:06:57
695,"Cartelli, Tom",USA,Male,M55-59,00:59:31,05:48:12,04:25:39,11:23:41,51,1124,1352,00:04:34,00:05:45
908,"Gratzer, Michael",AUT,Male,M50-54,01:05:44,05:47:12,04:18:54,11:23:48,132,1125,1353,00:04:39,00:07:19
1991,"Ritchie, Tami",USA,Female,F35-39,00:59:26,06:11:00,04:04:04,11:23:51,40,229,1354,00:04:58,00:04:23
2224,"Seefried, Jenna-Caer",CAN,Female,F30-34,01:21:38,06:11:26,03:42:56,11:24:03,41,230,1355,00:04:22,00:03:41
962,"Moore, Paul",AUS,Male,M50-54,01:00:27,05:37:42,04:38:13,11:24:11,133,1126,1356,00:03:18,00:04:31
424,"Bloom, Sara",USA,Female,F30-34,01:07:02,06:01:11,04:06:49,11:24:14,42,231,1357,00:04:25,00:04:47
732,"Klose, Michael",DEU,Male,M55-59,01:13:48,05:48:48,04:12:35,11:24:15,52,1127,1358,00:03:30,00:05:34
888,"Dolbeck, Jason",USA,Male,M50-54,01:04:38,05:39:26,04:28:17,11:24:37,134,1128,1359,00:04:45,00:07:31
1527,"Hunter, Mark",AUS,Male,M40-44,01:08:20,05:37:50,04:31:51,11:24:37,218,1128,1359,00:03:51,00:02:45
1449,"Cano, Fernando",ESP,Male,M40-44,01:00:29,05:44:23,04:31:19,11:25:01,219,1130,1361,00:02:53,00:05:57
1725,"Sestan, Valentina",ITA,Female,F40-44,01:17:25,06:15:33,03:44:44,11:25:09,40,232,1362,00:03:50,00:03:37
751,"Openshaw, Peter",GBR,Male,M55-59,01:05:57,05:53:22,04:13:06,11:25:11,53,1131,1363,00:06:59,00:05:47
726,"Huber, Markus",CHE,Male,M55-59,01:08:47,05:24:40,04:40:33,11:25:33,54,1132,1364,00:04:47,00:06:46
1386,"Rietz, Marcella",USA,Female,F45-49,01:17:10,05:54:31,04:06:38,11:25:35,28,233,1365,00:03:33,00:03:43
2269,"Kebbell, Thomas",GBR,Male,M25-29,00:59:11,05:28:18,04:46:53,11:25:46,90,1133,1366,00:05:50,00:05:34
1092,"Adams, Joshua",USA,Male,M45-49,01:20:51,05:36:01,04:14:03,11:25:51,217,1134,1367,00:06:21,00:08:35
1729,"Sliz, Lucyna",POL,Female,F40-44,01:19:26,05:56:27,03:56:15,11:26:09,41,234,1368,00:04:42,00:09:19
896,"Farlow, Darren",AUS,Male,M50-54,01:06:21,05:54:01,04:16:40,11:26:14,135,1135,1369,00:04:37,00:04:35
354,"Kummer, Michael",DEU,Male,M40-44,01:09:05,06:04:06,04:02:04,11:26:16,220,1136,1370,00:05:14,00:05:47
1692,"Haddad, Luciana",BRA,Female,F40-44,01:18:02,06:25:26,03:37:56,11:26:19,42,235,1371,00:02:37,00:02:18
2213,"Paris, Maia",USA,Female,F30-34,00:58:23,05:37:00,04:38:16,11:26:34,43,236,1372,00:07:15,00:05:40
771,"Stenin, Yuru",RUS,Male,M55-59,01:15:07,06:02:10,04:00:14,11:26:46,55,1137,1373,00:03:20,00:05:55
689,"Birkelo, John",JPN,Male,M55-59,01:35:23,06:02:01,03:38:17,11:26:47,56,1138,1374,00:04:04,00:07:02
